produto;marca_raw;estado;familia_v2;sku_v2;confianca;metodo;motivo;candidatos;atributos
Ar Condicionado Midea AI Airvolution 30.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-AIRVOLUTION-30000-F;42AGFCI30S5;alta;familia_linha_unica;1 SKU na família-linha;42AGFCI30S5;"{""marca"": ""Midea"", ""capacidade_btu"": 30000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 30.000 BTUs On/Off Frio;Midea;MAPEADO;MIDEA-AIRVOLUTION-30000-F;;baixa;tec_conflito;"título On/Off; catálogo curado é inverter-only";42AGFCI30S5;"{""marca"": ""Midea"", ""capacidade_btu"": 30000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Black Edition 12.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-BLACK-EDITION-12000-QF;42MGVQI12M5;alta;familia_linha_unica;1 SKU na família-linha;42MGVQI12M5;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-ECOMASTER-12000-F;;ambigua;ambiguo_multi_sku;"3 SKUs na família; voltagem não desempata";38EZVCA12M5|42EFVCA12M8|42EZVCA12M5;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 12.000 BTUs Inverter Frio Preto;Midea;MAPEADO;MIDEA-ECOMASTER-12000-F;;ambigua;ambiguo_multi_sku;"3 SKUs na família; voltagem não desempata";38EZVCA12M5|42EFVCA12M8|42EZVCA12M5;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster Pro 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-ECOMASTER-12000-F;;ambigua;ambiguo_multi_sku;"3 SKUs na família; voltagem não desempata";38EZVCA12M5|42EFVCA12M8|42EZVCA12M5;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster Pro"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 12.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-ECOMASTER-12000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";38EZVQA12M5|42EZVQA12M5;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 18.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-ECOMASTER-18000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";38EZVCA18M5|42EZVCA18M5;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 18.000 BTUs Inverter Frio Preto;Midea;MAPEADO;MIDEA-ECOMASTER-18000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";38EZVCA18M5|42EZVCA18M5;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Split Hi Wall Inverter Midea AI Ecomaster 18.000 Btus Frio 220v R-32;Midea;MAPEADO;MIDEA-ECOMASTER-18000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";38EZVCA18M5|42EZVCA18M5;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 18.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-ECOMASTER-18000-QF;42EZVQA18M5;alta;familia_linha_unica;1 SKU na família-linha;42EZVQA18M5;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 24.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-ECOMASTER-24000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";38EZVCA24M5|42EZVCA24M5;"{""marca"": ""Midea"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 24.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-ECOMASTER-24000-QF;42EZVQA24M5;alta;familia_linha_unica;1 SKU na família-linha;42EZVQA24M5;"{""marca"": ""Midea"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 9.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-ECOMASTER-9000-F;;ambigua;ambiguo_multi_sku;"3 SKUs na família; voltagem não desempata";38EZVCA09M5|42EFVCA09M8|42EZVCA09M5;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 9.000 BTUs Inverter Frio Preto;Midea;MAPEADO;MIDEA-ECOMASTER-9000-F;;ambigua;ambiguo_multi_sku;"3 SKUs na família; voltagem não desempata";38EZVCA09M5|42EFVCA09M8|42EZVCA09M5;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Inverter Midea AI Ecomaster 9000 BTUs Quente e Frio WIFI e IA;Midea;MAPEADO;MIDEA-ECOMASTER-9000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";38EZVQA09M5|42EZVQA09M5;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Ecomaster 9.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-ECOMASTER-9000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";38EZVQA09M5|42EZVQA09M5;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Ecomaster"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-12000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";42AGVCI12M5|42AGVCJ12M5;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect Black Edition 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-12000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";42AGVCI12M5|42AGVCJ12M5;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Midea Ar Condicionado Split 12.000BTU/h Inverter Xtreme Save Connect Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-12000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";42AGVCI12M5|42AGVCJ12M5;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 12.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-12000-QF;42AGVQI12M5;alta;familia_linha_unica;1 SKU na família-linha;42AGVQI12M5;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 12.000 BTUs Inverter Quente/Frio Preto;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-12000-QF;42AGVQI12M5;alta;familia_linha_unica;1 SKU na família-linha;42AGVQI12M5;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 18.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-18000-F;42AGVCI18M5;alta;familia_linha_unica;1 SKU na família-linha;42AGVCI18M5;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect Black Edition 18.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-18000-F;42AGVCI18M5;alta;familia_linha_unica;1 SKU na família-linha;42AGVCI18M5;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 18.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-18000-QF;42AGVQI18M5;alta;familia_linha_unica;1 SKU na família-linha;42AGVQI18M5;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 24.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-24000-F;42AGVCI24M5;alta;familia_linha_unica;1 SKU na família-linha;42AGVCI24M5;"{""marca"": ""Midea"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect Black Edition 24.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-24000-F;42AGVCI24M5;alta;familia_linha_unica;1 SKU na família-linha;42AGVCI24M5;"{""marca"": ""Midea"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 24.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-24000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";42AGVQI24M5|42MGVQI24M5;"{""marca"": ""Midea"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect Black Edition 24.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-24000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";42AGVQI24M5|42MGVQI24M5;"{""marca"": ""Midea"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 30.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-30000-F;42AGVCC30M5;alta;familia_linha_unica;1 SKU na família-linha;42AGVCC30M5;"{""marca"": ""Midea"", ""capacidade_btu"": 30000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 30.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-30000-QF;42AGVQC30M5;alta;familia_linha_unica;1 SKU na família-linha;42AGVQC30M5;"{""marca"": ""Midea"", ""capacidade_btu"": 30000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 9.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-XTREME-SAVE-CONNECT-9000-QF;42AGVQI09M5;alta;familia_linha_unica;1 SKU na família-linha;42AGVQI09M5;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco 12.000 BTUs Inverter Frio;Philco;MAPEADO;PHILCO-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco Eco Inverter 12.000 BTUs Inverter Frio;Philco;MAPEADO;PHILCO-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar-Condicionado Split Inverter 12000 BTUs Philco High Wall Só Frio PAC12FC 096662632/096662633 220V;Philco;MAPEADO;PHILCO-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar-condicionado Split 12.000 BTUs Philco Inverter Frio Hi Wall PAC12FC INT;Philco;MAPEADO;PHILCO-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Philco 12.000 BTUs Inverter Quente/Frio;Philco;MAPEADO;PHILCO-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco Convencional 12.000 BTUs On/Off Quente/Frio;Philco;MAPEADO;PHILCO-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco Eco Inverter 12.000 BTUs Inverter Quente/Frio;Philco;MAPEADO;PHILCO-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco Eco Inverter 12.000 BTUs On/Off Quente/Frio;Philco;MAPEADO;PHILCO-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco 18.000 BTUs Inverter Frio;Philco;MAPEADO;PHILCO-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco Eco Inverter 18.000 BTUs Inverter Frio;Philco;MAPEADO;PHILCO-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar-condicionado Split 18.000 BTUs Philco Inverter Frio PAC18FB;Philco;MAPEADO;PHILCO-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": ""PAC18FB""}"
Ar Condicionado Philco 18.000 BTUs Inverter Quente/Frio;Philco;MAPEADO;PHILCO-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco Eco Inverter 18.000 BTUs Inverter Quente/Frio;Philco;MAPEADO;PHILCO-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco Eco Inverter 18.000 BTUs On/Off Quente/Frio;Philco;MAPEADO;PHILCO-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco 24.000 BTUs Inverter Frio;Philco;MAPEADO;PHILCO-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco Eco Inverter 24.000 BTUs Inverter Frio;Philco;MAPEADO;PHILCO-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco 24.000 BTUs Inverter Quente/Frio;Philco;MAPEADO;PHILCO-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco Eco Inverter 24.000 BTUs Inverter Quente/Frio;Philco;MAPEADO;PHILCO-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco 27.000 BTUs Inverter Quente/Frio;Philco;MAPEADO;PHILCO-27000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": null, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Philco Eco Inverter 27.000 BTUs Inverter Quente/Frio;Philco;MAPEADO;PHILCO-27000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Philco"", ""capacidade_btu"": null, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
